"chr","Start","End"
"chr1","3322311","3327990"
"chr1","3329425","3331039"
"chr1","3331280","3331985"
"chr1","3332228","3342011"
"chr1","3342807","3351364"
"chr1","3351633","3370904"
"chr1","3371684","3372046"
"chr1","3500471","3511708"
"chr1","3512119","3527618"
"chr1","3528079","3528332"
"chr1","3528684","3538159"
"chr1","3607554","3623317"
"chr1","3623522","3634632"
"chr1","3635102","3649293"
"chr1","3649675","3650072"
"chr1","3995269","4192632"
"chr1","4193244","4221386"
"chr1","4221673","4713988"
"chr1","4716556","4720071"
"chr1","4852246","5435360"
"chr1","5462634","5517583"
"chr1","5837380","5918025"
"chr1","6077414","6086243"
"chr1","6086495","6111608"
"chr1","6111837","6131634"
"chr1","6131986","6187742"
"chr1","6188236","6188872"
"chr1","6189121","6202117"
"chr1","6202360","6208715"
"chr1","6209040","6239236"
"chr1","6240815","6241030"
"chr1","6241252","6244519"
"chr1","7011267","7022000"
"chr1","7022309","7122518"
"chr1","7122728","7723399"
"chr1","7725176","7740142"
"chr1","7741118","7764592"
"chr1","7765857","7794092"
"chr1","11402798","11538668"
"chr1","11540343","11561365"
"chr1","11562157","11589837"
"chr1","11590045","11596381"
"chr1","11596623","11708766"
"chr1","11709278","11710458"
"chr1","11710789","11711287"
"chr1","11919556","11970581"
"chr1","12825840","13052998"
"chr1","13102999","13219912"
"chr1","13320001","13557162"
"chr1","13047219","13047306"
"chr1","13607163","13839504"
"chr1","13840614","13877413"
"chr1","14160830","14219349"
"chr1","14219738","14442182"
"chr1","18127414","18152377"
"chr1","18152843","18434104"
"chr1","18434814","18435565"
"chr1","18435905","18436550"
"chr1","18437674","18691873"
"chr1","18692082","18703294"
"chr1","18703497","18808872"
"chr1","18809668","18956894"
"chr1","18959830","18962841"
"chr1","18963482","18964179"
"chr1","18964402","18967250"
"chr1","18968120","18969547"
"chr1","18970740","18971728"
"chr1","18972098","18972875"
"chr1","18973305","19043389"
"chr1","19043895","19110719"
"chr1","19110933","19180944"
"chr1","19181470","19186786"
"chr1","20351557","20377413"
"chr1","20627414","20669565"
"chr1","20670019","20692581"
"chr1","20693535","20810461"
"chr1","20813512","20834415"
"chr1","20834884","20878893"
"chr1","20880593","20902212"
"chr1","22877414","22889594"
"chr1","22890097","22902801"
"chr1","22903414","22919772"
"chr1","22920208","22927144"
"chr1","22927543","22974049"
"chr1","22974304","23001489"
"chr1","29658282","29804961"
"chr1","29805240","29878082"
"chr1","30028083","30827936"
"chr1","30897707","31158008"
"chr1","31158527","31190971"
"chr1","31191222","31191573"
"chr1","31191961","31192607"
"chr1","33977414","34090604"
"chr1","34090855","34098895"
"chr1","34099120","34449670"
"chr1","34603040","34628782"
"chr1","34630977","34642381"
"chr1","34643025","35208860"
"chr1","35325551","35331702"
"chr1","35332410","35334303"
"chr1","35334507","35350877"
"chr1","35351855","35394746"
"chr1","35396207","35412465"
"chr1","37007175","37498376"
"chr1","37500625","37783610"
"chr1","37784259","37915053"
"chr1","38061741","38099676"
"chr1","38100865","38139836"
"chr1","38201201","38218189"
"chr1","38218978","38219701"
"chr1","38220013","38227078"
"chr1","38227742","38229837"
"chr1","38230889","38256879"
"chr1","38548426","38941918"
"chr1","38942405","39044058"
"chr1","39044534","39174378"
"chr1","39174941","39176509"
"chr1","47337773","47489225"
"chr1","47489634","47650856"
"chr1","47883066","47899124"
"chr1","47899399","47899660"
"chr1","47900386","47902792"
"chr1","47905519","47909711"
"chr1","47911021","47915638"
"chr1","47915953","47973708"
"chr1","47973953","47998898"
"chr1","47999518","48000482"
"chr1","48176520","48190755"
"chr1","48190993","48449869"
"chr1","48450145","48459811"
"chr1","48460062","48462130"
"chr1","48462977","48821390"
"chr1","48927670","48937303"
"chr1","48937684","49242370"
"chr1","49242811","49364553"
"chr1","49364871","50489416"
"chr1","50489847","50513643"
"chr1","50514321","50798666"
"chr1","50799537","50880915"
"chr1","50881517","50881883"
"chr1","50882104","50882432"
"chr1","50882661","50882996"
"chr1","50883427","50884227"
"chr1","50891472","50892436"
"chr1","50893244","50893467"
"chr1","50893746","50901233"
"chr1","57282029","57887962"
"chr1","57890638","58715271"
"chr1","58716096","58886265"
"chr1","60477413","60539314"
"chr1","60539541","61289574"
"chr1","68963007","70032966"
"chr1","70034496","70385042"
"chr1","70385271","70574261"
"chr1","70977413","71512223"
"chr1","71513805","71546485"
"chr1","71546784","72748470"
"chr1","72749737","74663825"
"chr1","74664036","75166368"
"chr1","75234134","75590816"
"chr1","75591355","75595812"
"chr1","75596163","75596722"
"chr1","75596948","75600673"
"chr1","75601416","75601997"
"chr1","75602879","75727412"
"chr1","75835126","76080453"
"chr1","76080809","76081377"
"chr1","76082366","76162297"
"chr1","76289779","76477412"
"chr1","76540654","77333110"
"chr1","77334535","77562237"
"chr1","77727413","77747313"
"chr1","77748225","77887442"
"chr1","78727413","78956623"
"chr1","78957517","79472280"
"chr1","79472538","80787372"
"chr1","82911865","83230521"
"chr1","86357049","86621277"
"chr1","86622872","86805207"
"chr1","90515775","91172101"
"chr1","91172772","91176403"
"chr1","91176702","91182096"
"chr1","91182365","91182508"
"chr1","91182858","91183144"
"chr1","91184541","91185155"
"chr1","91185578","91189138"
"chr1","91189401","91190488"
"chr1","91192805","91273941"
"chr1","95732459","96402144"
"chr1","97482941","98386188"
"chr1","98386725","98510965"
"chr1","98511711","98519000"
"chr1","98519984","99121934"
"chr1","99272049","99469931"
"chr1","99470969","99729981"
"chr1","99730336","99871372"
"chr1","100989735","101004470"
"chr1","101005886","101360587"
"chr1","101360833","101361548"
"chr1","101361809","101365073"
"chr1","101844689","103863906"
"chr1","103913907","104068486"
"chr1","104068914","104071250"
"chr1","104092316","106623392"
"chr1","106623855","107599204"
"chr1","107600411","107682888"
"chr1","107684464","107979122"
"chr1","108743202","108815329"
"chr1","108815873","108963748"
"chr1","108964292","109017111"
"chr1","111066238","111098065"
"chr1","111098363","111148982"
"chr1","111150187","111216243"
"chr1","111217938","111323222"
"chr1","111323434","111505880"
"chr1","111507008","111620753"
"chr1","112448478","112524467"
"chr1","112525386","112531558"
"chr1","112533774","112855144"
"chr1","114603897","114695135"
"chr1","114696673","114696885"
"chr1","114697186","114886348"
"chr1","115323463","115397447"
"chr1","115397943","115568761"
"chr1","118948478","119522384"
"chr1","119522639","119523270"
"chr1","120747157","120835960"
"chr1","120839392","120904697"
"chr1","120905077","120905970"
"chr1","120906397","120925177"
"chr1","120926082","120936695"
"chr1","121086696","121137783"
"chr1","121139058","121260856"
"chr1","121261526","121485434"
"chr1","142535435","142618750"
"chr1","142619239","142731022"
"chr1","142781023","142890553"
"chr1","142891042","142967761"
"chr1","143117762","143270157"
"chr1","143270510","143292816"
"chr1","143342817","143467292"
"chr1","143467676","143544525"
"chr1","143644526","143647185"
"chr1","143647526","143663817"
"chr1","143664139","143687038"
"chr1","143687338","143743394"
"chr1","143744950","143771002"
"chr1","143901186","143912735"
"chr1","206149577","206149654"
"chr1","143916157","144095783"
"chr1","120830153","120830180"
"chr1","144145784","144224481"
"chr1","144274482","144300892"
"chr1","144301483","144311388"
"chr1","144311779","144339719"
"chr1","144341290","144401744"
"chr1","144451745","144481121"
"chr1","144481712","144491617"
"chr1","144492008","144519968"
"chr1","144521504","144533702"
"chr1","144534031","144539422"
"chr1","145832859","145833118"
"chr1","145883119","145944554"
"chr1","145944918","145945255"
"chr1","145945600","145963431"
"chr1","145963706","145979220"
"chr1","145979980","145990811"
"chr1","145991205","145991870"
"chr1","145992085","146076518"
"chr1","146077374","146079367"
"chr1","146080129","146081809"
"chr1","146082821","146088203"
"chr1","146088488","146090346"
"chr1","146090572","146091133"
"chr1","146091426","146164650"
"chr1","146459384","146522287"
"chr1","147486629","147486966"
"chr1","147487311","147505165"
"chr1","147505440","147520953"
"chr1","147521713","147532555"
"chr1","147532949","147533661"
"chr1","147533876","147618354"
"chr1","147619210","147621203"
"chr1","147621965","147623645"
"chr1","147624657","147630040"
"chr1","147630325","147632178"
"chr1","147632404","147632965"
"chr1","147633258","147718155"
"chr1","147807171","147826166"
"chr1","147826389","147834673"
"chr1","147835014","147874547"
"chr1","147874847","147930917"
"chr1","147932479","147993809"
"chr1","147994131","147997264"
"chr1","147997538","147999930"
"chr1","148000779","148026038"
"chr1","148176039","148176287"
"chr1","148176728","148241108"
"chr1","148241450","148244588"
"chr1","148244862","148247244"
"chr1","148248093","148361358"
"chr1","148511359","148555639"
"chr1","148556627","148598408"
"chr1","148599258","148601667"
"chr1","148601951","148605086"
"chr1","148605421","148684147"
"chr1","148734148","148760450"
"chr1","148761300","148763696"
"chr1","148763980","148767242"
"chr1","148767449","148853995"
"chr1","148855762","148864530"
"chr1","148865185","148901723"
"chr1","148903204","148903432"
"chr1","148903659","148954460"
"chr1","149004461","149137541"
"chr1","149138400","149146207"
"chr1","149146698","149148144"
"chr1","149148375","149149249"
"chr1","149149506","149156105"
"chr1","149156672","149162388"
"chr1","149162616","149224357"
"chr1","149224643","149230770"
"chr1","149231198","149261000"
"chr1","149261250","149286811"
"chr1","149287774","149332992"
"chr1","149333390","149333784"
"chr1","149334112","149379197"
"chr1","149380060","149398824"
"chr1","149399251","149399897"
"chr1","149400519","149459645"
"chr1","149509646","149510934"
"chr1","149511138","149514270"
"chr1","149514593","149575947"
"chr1","149577506","149605581"
"chr1","149605904","149615817"
"chr1","149616408","149646602"
"chr1","149646852","149671990"
"chr1","149673413","149718541"
"chr1","149718919","149719313"
"chr1","149719641","149764127"
"chr1","149764990","149783523"
"chr1","149784025","149784591"
"chr1","149785213","149803693"
"chr1","149804782","149811753"
"chr1","149815045","149821900"
"chr1","149825192","149832163"
"chr1","149833252","149846187"
"chr1","152019765","152079996"
"chr1","152081706","152083020"
"chr1","152084241","152084993"
"chr1","152085216","152161320"
"chr1","152161929","152187449"
"chr1","152187664","152188859"
"chr1","152189074","152487977"
"chr1","152488271","152732957"
"chr1","152733339","153265549"
"chr1","153377008","153448165"
"chr1","156595284","156611638"
"chr1","156612448","156616552"
"chr1","156616947","156627341"
"chr1","156627577","156646291"
"chr1","156647261","156663427"
"chr1","157165136","157468741"
"chr1","157553625","157948719"
"chr1","157949054","157963539"
"chr1","157963948","157983376"
"chr1","158119705","158147432"
"chr1","158147855","158150619"
"chr1","158151504","158973317"
"chr1","159048322","159141201"
"chr1","159141719","159158227"
"chr1","159158499","159734070"
"chr1","161442504","161494023"
"chr1","161495357","161500427"
"chr1","161500753","161575533"
"chr1","161576909","161582032"
"chr1","161582378","161642183"
"chr1","161954040","161993021"
"chr1","161994132","162039449"
"chr1","162040053","162313582"
"chr1","162983377","163110180"
"chr1","163387085","163392876"
"chr1","163393101","164183132"
"chr1","164903509","165086755"
"chr1","165087027","165204500"
"chr1","165205508","165321702"
"chr1","165322319","165323485"
"chr1","165323812","165324190"
"chr1","165326329","165483376"
"chr1","165910979","166134257"
"chr1","166136449","166808340"
"chr1","166809345","166810688"
"chr1","168596571","169074765"
"chr1","169076412","169077679"
"chr1","170043998","170630455"
"chr1","170630852","170633273"
"chr1","170634179","171103713"
"chr1","175426379","175568375"
"chr1","175568809","175767711"
"chr1","176233378","177133391"
"chr1","177133847","177140119"
"chr1","177140324","177150813"
"chr1","177151166","177869583"
"chr1","181233378","181287299"
"chr1","181287874","181382289"
"chr1","181382849","181451310"
"chr1","181452050","181452705"
"chr1","181453074","181454973"
"chr1","181455262","181767492"
"chr1","181767894","181983377"
"chr1","186483378","186649309"
"chr1","186650082","187042897"
"chr1","188390263","192444228"
"chr1","193398152","196577707"
"chr1","196578012","196847157"
"chr1","196847419","197050450"
"chr1","202610706","202611667"
"chr1","202613040","202678880"
"chr1","202679770","202689676"
"chr1","203369146","203423723"
"chr1","204654886","204797609"
"chr1","204797931","204950981"
"chr1","204951211","205026250"
"chr1","205426557","205463576"
"chr1","208761741","209393959"
"chr1","209683378","209777417"
"chr1","210100008","210111178"
"chr1","210112055","210317786"
"chr1","211024747","211306666"
"chr1","211307676","211354771"
"chr1","214933378","215043776"
"chr1","215044004","215256050"
"chr1","215256637","215692990"
"chr1","215951791","216396211"
"chr1","217035655","217262997"
"chr1","217263215","217307743"
"chr1","217309180","217310748"
"chr1","217311179","217311466"
"chr1","217311774","217576932"
"chr1","217970458","218098310"
"chr1","218098666","218337779"
"chr1","218339034","218449763"
"chr1","218941300","219332938"
"chr1","219770038","219786333"
"chr1","219786563","220074859"
"chr1","221061072","221064888"
"chr1","221065601","221067446"
"chr1","221068186","221068781"
"chr1","221069160","221721119"
"chr1","222232140","222638760"
"chr1","222638974","222639118"
"chr1","228688136","228742729"
"chr1","229933378","230197753"
"chr1","230433378","230468503"
"chr1","230468851","230492715"
"chr1","230492946","230561102"
"chr1","230562703","230778076"
"chr1","230778594","230779452"
"chr1","233536837","233749372"
"chr1","233750315","234040297"
"chr1","234041458","234349883"
"chr1","234350472","234367134"
"chr1","234367497","234448044"
"chr1","237975179","238262980"
"chr1","238460275","239550107"
"chr1","239551340","239553132"
"chr1","240371527","240531015"
"chr1","240971377","240986653"
"chr1","240986910","241520102"
"chr1","241520791","241587600"
"chr1","241587884","241654247"
"chr1","242683378","242686915"
"chr1","242687477","242687921"
"chr1","242688683","243053596"
"chr1","243054073","243211610"
"chr1","247756840","247802737"
"chr1","247803142","248001926"
"chr1","248100727","248855029"
"chr1","248855471","248908210"
"chr10","1205860","1209313"
"chr10","1209522","1219145"
"chr10","1219428","1230812"
"chr10","1231215","1252140"
"chr10","1252506","1284150"
"chr10","1284423","1368902"
"chr10","1369892","1382499"
"chr10","1383007","1404658"
"chr10","1406220","1415975"
"chr10","1416250","1439620"
"chr10","1440015","1506343"
"chr10","1506709","1516978"
"chr10","1517314","1583536"
"chr10","1583999","1584748"
"chr10","1584953","1585173"
"chr10","1585422","1595541"
"chr10","1595793","1741423"
"chr10","1744126","1778783"
"chr10","1780019","2357247"
"chr10","2357472","2543462"
"chr10","2544122","2563738"
"chr10","2565223","2815002"
"chr10","2815470","2921393"
"chr10","3010001","3089854"
"chr10","5123574","5412846"
"chr10","6403760","6621906"
"chr10","6622643","6945020"
"chr10","9342939","9449137"
"chr10","9450210","10308157"
"chr10","10308590","11059441"
"chr10","11060525","11207177"
"chr10","11207981","11315131"
"chr10","13934185","14218708"
"chr10","15902403","16377654"
"chr10","16959995","17243303"
"chr10","17243788","17270429"
"chr10","17272618","17369019"
"chr10","17777792","17974675"
"chr10","18024676","18429124"
"chr10","18430235","18567087"
"chr10","19066996","19209994"
"chr10","19316159","19763909"
"chr10","20302148","21066705"
"chr10","23459995","23461299"
"chr10","23461611","23462223"
"chr10","23463890","23480696"
"chr10","23482456","23483896"
"chr10","23484499","23487756"
"chr10","23488544","23642106"
"chr10","23767241","23982381"
"chr10","23982590","23983365"
"chr10","23984979","24476732"
"chr10","25459995","25463755"
"chr10","25465640","25755981"
"chr10","26112261","26222920"
"chr10","26224023","26500606"
"chr10","26501127","26504382"
"chr10","26507435","26609739"
"chr10","31459995","31607226"
"chr10","31610095","31797335"
"chr10","32886800","33066505"
"chr10","35931894","36054121"
"chr10","36054380","36111440"
"chr10","36325248","36628508"
"chr10","38459995","38632833"
"chr10","38773179","38818835"
"chr10","38868836","38893385"
"chr10","38894334","39023093"
"chr10","39024089","39154935"
"chr10","42355001","42546687"
"chr10","42596688","42606480"
"chr10","42608829","42644820"
"chr10","42646413","42672508"
"chr10","42673433","42737285"
"chr10","42739109","42862952"
"chr10","42863217","42971194"
"chr10","42971835","42972751"
"chr10","42972954","42975503"
"chr10","43563914","43571938"
"chr10","43573435","43599606"
"chr10","43798178","43800152"
"chr10","43800446","43800921"
"chr10","44429995","44500980"
"chr10","44501271","44690304"
"chr10","44929995","45360173"
"chr10","45360527","45429994"
"chr10","45783486","45868717"
"chr10","45870157","45914373"
"chr10","45914884","45922830"
"chr10","46321591","46426964"
"chr10","46476965","46640670"
"chr10","46641231","46762449"
"chr10","46763144","46774347"
"chr10","46775242","46913768"
"chr10","46914017","46953912"
"chr10","47231163","47243186"
"chr10","47243881","47254935"
"chr10","47256042","47395839"
"chr10","47396089","47429169"
"chr10","47529170","47549121"
"chr10","47769604","47792476"
"chr10","47892477","47967313"
"chr10","47967637","48055707"
"chr10","48105708","48173310"
"chr10","48174417","48185468"
"chr10","48186163","48277678"
"chr10","48277932","48305514"
"chr10","48657910","48827591"
"chr10","48828127","48901418"
"chr10","48901643","48952214"
"chr10","48952881","48964082"
"chr10","48964977","49095536"
"chr10","49195537","49348136"
"chr10","49348677","49393779"
"chr10","49813353","49863619"
"chr10","49864602","50323183"
"chr10","50323736","50339889"
"chr10","50340179","50534273"
"chr10","50534705","50602988"
"chr10","50606784","50617597"
"chr10","50747330","50817094"
"chr10","50817310","50817600"
"chr10","50820357","50821486"
"chr10","50821689","50822349"
"chr10","50822667","50887564"
"chr10","50887863","50969657"
"chr10","50970606","50976346"
"chr10","50977138","51018841"
"chr10","51136268","51137410"
"chr10","51187411","51224999"
"chr10","51225218","51370810"
"chr10","51371711","51398845"
"chr10","51448846","51457627"
"chr10","51595892","51623043"
"chr10","51623944","51723168"
"chr10","51784811","51827415"
"chr10","51828288","51912612"
"chr10","51912936","52079994"
"chr10","52500022","52750955"
"chr10","52751766","52833538"
"chr10","52834753","52838185"
"chr10","54829995","57388067"
"chr10","57388529","57390342"
"chr10","57391216","58121058"
"chr10","58121276","59866381"
"chr10","59866799","59938033"
"chr10","61120825","61122305"
"chr10","61122537","61337214"
"chr10","64079995","64133788"
"chr10","64134421","64564434"
"chr10","64565819","64573170"
"chr10","64573487","64574659"
"chr10","64578779","64749121"
"chr10","65579995","65733266"
"chr10","65733577","65930616"
"chr10","65930891","66813685"
"chr10","66814062","69523842"
"chr10","69524259","69525843"
"chr10","71329995","71331448"
"chr10","71331692","71331925"
"chr10","71333393","71337584"
"chr10","71338676","71389861"
"chr10","71390356","71390608"
"chr10","71562877","71812317"
"chr10","71813694","71846675"
"chr10","77327110","77872082"
"chr10","77872306","78827250"
"chr10","79840982","80062779"
"chr10","80063589","80602080"
"chr10","81329995","81444162"
"chr10","81444475","81460422"
"chr10","81460744","81561360"
"chr10","81432705","81432802"
"chr10","81251576","81255000"
"chr10","81255001","81259959"
"chr10","81265273","81269841"
"chr10","81315001","81320000"
"chr10","81320001","81350000"
"chr10","81350001","81360000"
"chr10","81360001","81374985"
"chr10","81375001","81380000"
"chr10","81380001","81385000"
"chr10","62961776","62961834"
"chrX","63278349","63278380"
"chr10","81385001","81389916"
"chr10","81390001","81395000"
"chr10","81395001","81400000"
"chr10","81430031","81430124"
"chr10","81439953","81440000"
"chr10","81440001","81444162"
"chr10","81444475","81444977"
"chr10","81445001","81450000"
"chr10","81586972","81598550"
"chr10","81598872","81652881"
"chr10","82510021","83633819"
"chr10","83635730","85324698"
"chr10","85325003","85899057"
"chr10","85899641","85954198"
"chr10","85955304","85997108"
"chr10","85997428","86069396"
"chr10","86510021","87165164"
"chr10","87839716","88022639"
"chr10","88023280","88092574"
"chr10","90010021","90342527"
"chr10","90343222","90639786"
"chr10","90640624","90750292"
"chr10","91760021","91917106"
"chr10","92349470","92517878"
"chr10","96452791","96926112"
"chr10","98866381","98915257"
"chr10","99610117","99789613"
"chr10","99791321","99894264"
"chr10","99894915","99896067"
"chr10","100299267","100992155"
"chr10","100992688","100993819"
"chr10","100994189","101089009"
"chr10","101090656","101134459"
"chr10","102322396","102322554"
"chr10","102322760","102414424"
"chr10","102416316","102416495"
"chr10","102416717","102419146"
"chr10","102419669","102430696"
"chr10","102431120","102440599"
"chr10","102441012","102469805"
"chr10","102470327","102473205"
"chr10","102474027","102475275"
"chr10","102475580","102484199"
"chr10","102484477","102489342"
"chr10","102491012","102495115"
"chr10","102495614","102497153"
"chr10","102497676","102498737"
"chr10","102499644","102501699"
"chr10","102502233","102503912"
"chr10","102506147","102507481"
"chr10","102509647","102586124"
"chr10","102588110","102590121"
"chr10","102590403","102621071"
"chr10","102883552","102891009"
"chr10","102891795","102893659"
"chr10","102895060","102896341"
"chr10","102896666","102899176"
"chr10","102899490","102899821"
"chr10","102900264","102905713"
"chr10","102906694","102973499"
"chr10","102973715","102975968"
"chr10","102978097","102982301"
"chr10","102983629","102984181"
"chr10","102990064","102996033"
"chr10","102996647","103010010"
"chr10","106098557","106399566"
"chr10","106402813","108923779"
"chr10","108924806","109674195"
"chr10","109674965","110225926"
"chr10","110226466","110671723"
"chr10","110672327","111216603"
"chr10","111217084","111614902"
"chr10","112793738","112835989"
"chr10","112839304","113809888"
"chr10","116760036","116852260"
"chr10","116854095","117884812"
"chr10","117885030","118030731"
"chr10","118034231","118361175"
"chr10","118827925","118885564"
"chr10","118885885","118892160"
"chr10","118892640","118893526"
"chr10","118894433","118895962"
"chr10","118898038","118899246"
"chr10","118900330","118922350"
"chr10","118923521","118925270"
"chr10","118925530","118927020"
"chr10","118928133","118934733"
"chr10","118935181","118976048"
"chr10","118976707","119000434"
"chr10","119001531","119022009"
"chr10","119260011","119293916"
"chr10","119297676","119301320"
"chr10","119305369","119311203"
"chr10","119312105","119312765"
"chr10","119313564","119334712"
"chr10","119487945","119494492"
"chr10","119494992","119750465"
"chr10","119922432","120043085"
"chr10","120254296","120353691"
"chr10","120355822","120424311"
"chr10","121826284","122216258"
"chr10","122217378","122557793"
"chr10","124317065","124402657"
"chr10","124402965","124578125"
"chr10","124578444","124638742"
"chr10","124639794","124713267"
"chr10","124714250","124738576"
"chr10","124827922","124892265"
"chr10","124893338","124894074"
"chr10","124897367","124899703"
"chr10","124900078","124901906"
"chr10","124902618","124905633"
"chr10","124906162","124907282"
"chr10","124911036","124913630"
"chr10","124914727","124915457"
"chr10","125010011","125425494"
"chr10","125426643","125427481"
"chr10","127010011","127391172"
"chr10","129343308","129534409"
"chr10","129537367","129670931"
"chr10","130009621","130063966"
"chr10","130064279","130265105"
"chr10","130338995","130339525"
"chr10","130339778","130508442"
"chr10","130508659","131258399"
"chr10","131592617","131637097"
"chr10","131637311","131638563"
"chr10","131638841","131666015"
"chr10","131666316","131686364"
"chr10","131686596","131694673"
"chr10","131694934","131697078"
"chr10","131697413","131756689"
"chr10","131758788","131761168"
"chr10","131771697","131813041"
"chr10","131813278","131843515"
"chr10","131844220","131860010"
"chr10","132110011","132365684"
"chr10","132365982","132583719"
"chr10","132584165","132868203"
"chr10","132980697","133058337"
"chr10","133058610","133109192"
"chr10","133111053","133142494"
"chr10","133142843","133318027"
"chr10","133318325","133381404"
"chr10","133431405","133449491"
"chr10","133449717","133458016"
"chr10","133458496","133508353"
"chr10","133508592","133644551"
"chr10","133644815","133674267"
"chr10","133850827","133879004"
"chr10","133879256","133930594"
"chr10","133931011","133937694"
"chr10","133938158","133948324"
"chr10","133948678","133951697"
"chr10","133952013","133953844"
"chr10","133954280","133998911"
"chr10","134001501","134016042"
"chr10","134016345","134019499"
"chr10","134019777","134040197"
"chr10","134040419","134041498"
"chr10","134041785","134071970"
"chr10","134072194","134095486"
"chr10","134095821","134120446"
"chr10","134122423","134124444"
"chr10","134602650","134605583"
"chr10","134606389","134607422"
"chr10","134607881","134611551"
"chr10","134613138","134621071"
"chr10","134621373","134622422"
"chr10","134622642","134624053"
"chr10","134624276","134672368"
"chr10","134672605","134682699"
"chr10","134682918","134692850"
"chr10","134693253","134698652"
"chr10","134698969","134719933"
"chr10","134720299","134722045"
"chr10","134722293","134729797"
"chr10","134730023","134731432"
"chr10","134732014","134732600"
"chr10","134733778","134735971"
"chr10","134736255","134738217"
"chr10","134738705","134740800"
"chr10","134741034","134755662"
"chr10","134756853","134774212"
"chr10","134774486","134778682"
"chr10","134779074","134790714"
"chr10","134790939","134791448"
"chr10","134791662","134804220"
"chr10","134804449","134807175"
"chr10","134807446","134821732"
"chr10","134821938","134826129"
"chr10","134826844","134830983"
"chr10","134832210","134834675"
"chr10","134835900","134843464"
"chr10","134843777","134844441"
"chr10","134844935","134853082"
"chr10","134853305","134861173"
"chr10","134861569","134876329"
"chr10","134878540","134884425"
"chr10","134884647","134891009"
"chr10","134893403","134896689"
"chr10","134897152","134901197"
"chr10","134902620","134911975"
"chr10","134912484","134913542"
"chr10","134914040","134918754"
"chr10","134918976","134925814"
"chr10","134926879","134937965"
"chr10","134938482","134940333"
"chr10","134940876","134941924"
"chr10","134943002","134944510"
"chr10","134944793","134955507"
"chr10","134955801","134971716"
"chr10","134971946","134973509"
"chr10","134974312","134977929"
"chr10","134978149","134980301"
"chr10","134981060","134993120"
"chr10","134993325","134996317"
"chr10","134996549","134996772"
"chr10","134997002","134999519"
"chr10","134999832","135002716"
"chr10","135002984","135014702"
"chr10","135015403","135016378"
"chr10","135017477","135018676"
"chr10","135019085","135020617"
"chr10","135020933","135029237"
"chr10","135029506","135033329"
"chr10","135033740","135038084"
"chr10","135038507","135039936"
"chr10","135040197","135043220"
"chr10","135044561","135044779"
"chr10","135044993","135048796"
"chr10","135052078","135061014"
"chr10","135334063","135341254"
"chr10","135342562","135378882"
"chr10","135379768","135381533"
"chr10","135383033","135383224"
"chr10","135383519","135390623"
"chr10","135390979","135436146"
"chr10","135436806","135450882"
"chr10","135451868","135453950"
"chr10","135454529","135477931"
"chr10","135498573","135524747"
"chr11","60001","127337"
"chr11","127778","196823"
"chr11","1024493","1024745"
"chr11","1025360","1029082"
"chr11","1029391","1033083"
